asset_id,source,owner_license_status,allowed_in_production,notes,owner,license_identifier,distribution_proof_file,distribution_proof_sha256,source_sha256,scope,release_status,reviewed_at,verification_task
equipment_elf_archer_ring__536x516,analysis/figma/raw/images/2d2da51be9deeded3d9b9f07d6af7fb93015e94c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,98b9a5ab596a9221fe731017d363a2fc1ac9114b1f788d025318907f938e98f5,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_heart__474x437,analysis/figma/raw/images/2e6532461095a06c2911e42ee8acd8ec351883ee,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,c7131f28b541bab97712955f39763cbeda823a27630a8fc713d5e4ee681e185c,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_wheel_reward_illustration__1774x1837,analysis/figma/raw/images/2fe539a12c7c857eabe1150073d8c7250f8b4e7c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,c757cb792bc8baf2a2c615553f16fb3847dcfcee9e398932a0102b1bdcf5e35d,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
reference_screen_equipment__852x1846,analysis/figma/raw/images/3009340212c93c612320bf8ecc63c85b6c3a1f42,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,ad0a10c273cb5fa5c996ccd40e246d4acb14f7f1da055dda03a46883a354ea0d,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_goblin_strip__2172x724,analysis/figma/raw/images/3117bbf2ea8e080c3c460da6edb2f28b6ac59544,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,b92b190517d730b27bba0316be20e7504fe1deeed7520cc7d308dc954d339900,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_app_icon__314x314,analysis/figma/raw/images/3133f215a4fce97c1de11bb8216582dc7da04f41,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,b52a02fd910d38c610dd0124f4982efb39842615cb37f7e523b1150a12be5990,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_castle_platform__236x418,analysis/figma/raw/images/358859852eeefbfcfc2b2b9f34fe521fae0c9686,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a272d540091baa70ebd7c1b2fc5da5cd1b857c03ae10eb19eeba5443fdd418fb,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_hero_collage__1536x1024_variant2,analysis/figma/raw/images/361e1bf843e69fc4acc10557b15117a84f05362f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,669960464d41fa191f0e7d967f1e0f73af8cb16b139591bbb616e84333f1c88f,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_fire_lizard__1562x1651,analysis/figma/raw/images/36f8f6f7a7d0c7e0ae4e20f0b737fad9bba67716,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a077a6307dd25d102c917f5c6f8585d6e8de991942805716c81e9e96cd3212d1,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_nav_shop__438x436,analysis/figma/raw/images/373d77e6b8229fd322f1eaf0a04dc6569d9a690b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,98f2540eeb471b789d175541337419f3e25cd1cf1b24ef8d8a315db1e987ed65,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
reference_screen_battle__213x462,analysis/figma/raw/images/37ba6af3a49a0eee8774c7fe203120891ca06035,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,bacee1f5307f2343ef8ace3ca5920662f64715757f327093331397535996bbf0,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
decoration_raccoon_castle__314x314,analysis/figma/raw/images/388cc29f981c9ff236dd87f701629cfc2df0ed1b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,759a86b217a88e7aaef39b92f25e4443cad6465ac598fb6fcd649f147e8139a4,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
boss_shadow_dragon__1974x1657,analysis/figma/raw/images/399835a2248bc008049911515ada1858ec75cf7b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,e2953ae77e9a51b37e90cd4b86f351b2feb6afc31fcc3e3cfb6495436125c2c5,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_shadow_strip__272x91,analysis/figma/raw/images/39e89bf91b4cec39742c2340a3cf488173f6c014,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,340c82f0e860823d3113aa9a6fee0d00fb918ea6ddbb8081919a253c00fa8f42,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_lion_knight_chest__305x271,analysis/figma/raw/images/3a4c7d87973beb2a6bac697b8b6f40ea4b0180b8,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,d4e152e978d922e6a2a7222ba19c1c223f0f58ec2fb312de44d0764ea75e42f7,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_turtle_warrior_ring_shell__257x244,analysis/figma/raw/images/3a80e816a423683876f3467005e81e966d98f0f3,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,7fc153bc4d367d6c58b217c1d6e4c00c85e6ab0056a682bde49ff7a96b0fc3ba,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
portrait_fox_sorcerer__321x296,analysis/figma/raw/images/3d2805e8ff2eed585f7f5531ff9d272f3b2634f8,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,03a8405529b1481f2ace9e741a086db0bd72c9638fdaa083432fbde624547e81,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_gold_pile__284x291,analysis/figma/raw/images/3d7b2576105a02f7f41d79b0ff9f2043fe62c15f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,09c840c3d2a7f2b2d96be8717ce6e82207d49765158760b01ac3032314411dc4,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_inferno_dragon_spear__628x784,analysis/figma/raw/images/3d9e65afef836d103767896dee052022ccc13984,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,fb0282768904c95ee2865418a040b3436651d06460ef2057bf5136a7e9985f26,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_stone_slot__348x265,analysis/figma/raw/images/3e90c264d05d2f38863dee69a57bad0835294298,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,e9014dadf9f3bbd5e7c34db7e7586bcf8243d2142e6d7912a31469d161ea5ff5,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_ice_fairy_ring_snowflake__484x545,analysis/figma/raw/images/3f7661b751fc2f8c82ca6e3dae34a25b87a1ba6b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a1243c7cf24ce5647fb8790becc3adffd6977128fc1065e7553a4d9ef01063ff,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_bomb_goblin__1606x1561,analysis/figma/raw/images/4043fe7b5bb26d9a56eb46d369dd44a7bea0355b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,5c8e84e8451eb51aaf077f1be720af1c8344c4328334f2c809fc33724bedbc99,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_panel_dark_square__1576x1595,analysis/figma/raw/images/4262bc5b52ccf861ee9cf940d4000bafcffdc84b,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,f403a505a25fafb7ccec28a4c3cbfb24b3bcfbfc34bc2e7426e59e6cfc5cf803,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_bunny_assassin_ring__506x452,analysis/figma/raw/images/43d5300cde4ec04b5352a0762d9e21c53a8370f2,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,eaafc4c09d944e7cc7688f78c51f77e3986f565ec3eef7f2889ec3bd19ded400,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
boss_infernal_dragon__492x415,analysis/figma/raw/images/4422f3554ef303338bf2c5ce27a183cf1e2316ec,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,f2e3b7f1056d3f71205b60dab65e220db23f37fd27118c5c4e5dbba103de906d,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_ice_fairy_staff_snowflake__292x441,analysis/figma/raw/images/44b20761ceb8fc370add7b0ad7d8dea272bbac01,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,ffc605be3b37c63ba73e8c656b5a661cbb75945759e8ff106a80d56afab06dce,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
reference_screen_wheel__852x1846,analysis/figma/raw/images/45449f7a8414d7efaffdcdb33a76fc1ef27dea4e,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,e493d6e9023f582b495d9546f804256b76df38c71f35134f1cf79c90a5bf0e22,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
portrait_owl_mage__621x592,analysis/figma/raw/images/45e7b2da1606b82d39f929c61e5f1cbcfa932627,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,256497d52f68a33ea62f2c07598065fef6d34f9753b5f1b89fa0dd70448274d1,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_bunny_assassin_axes__358x258,analysis/figma/raw/images/487ed1c8312cc200790af6f0f17d2f31779b99cf,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,6ff34a2deb7d7babf8a4e066572c54c0ab8839aa4a8d9f30621aa173b9e3bada,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_owl_mage_ring_crescent__207x277,analysis/figma/raw/images/4a1a52b5970ee31620411fa7195a005ae872b81c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,e439cfc9fb7937411062889a3302fccdd805bcea86b000db1a20ef57d7f08b94,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_forest_glade__941x1672,analysis/figma/raw/images/4cc88a1fa76bcfc927baf7aa055edcfd32dd0130,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,f3bbc4875317fad9598975b77346e2513741531b22dfa467c777e005eaba8109,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_elf_archer_hood_fur__342x357,analysis/figma/raw/images/4d6289a8e6e4f27f2168f14964906e375cf372ae,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,0e2b606cbba2444f7badad8cd8800a6dfcff579a6ce9bb902ab669ca4bf89494,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_owl_mage_staff_crescent__197x396,analysis/figma/raw/images/4e749bdb6b99992e4cb2deba666f0780c792a876,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,c1f67e4f7aef348ffb9b52b981a454a86d6eb185885e648ea0ba7876a67a3f01,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_inferno_dragon_chest__610x596,analysis/figma/raw/images/4ef146a3161fd460450196d7a049be935a2ed028,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,cf224973a8cc35466a4e3d7e98198f7d2fe026d401cfddd02d52eba01761c92a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_boar_mask__510x544,analysis/figma/raw/images/4f1125faf2ec52a33420ac28a147aa4afb24a78f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,4abd512905df1157258b66dc26f8561d140310942eb281c1f924034eebde9585,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_fire_lizard__391x413,analysis/figma/raw/images/4f6e66aa6234b8e763bb7e2220f302a32bad9d34,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,2aed58698d1dab1223cc1ecff3bfbfd1c14af195e0b126e48a6869274c682f73,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_wheel_outer_ring__1940x1924,analysis/figma/raw/images/506e2c442ef14cc3433543f99131e6d33c63ac0c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,697e6fa6a8e039fe065106cd1d0c56c894a34aff3c375effdd7f7b4b06c22eb8,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_banner__1672x941,analysis/figma/raw/images/50dd7bc64a457b17d2132683b3d77f77bb9e53c0,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review. Also excluded from interactive production import by content scope.",UNKNOWN,UNKNOWN,,,70e485da918e2e379d6123d1bc749b64ab9695a05e57a68d128bad69dec74568,UNUSED_OR_REFERENCE_ONLY,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_raccoon_engineer_coat__326x283,analysis/figma/raw/images/50f9115542ef6d9d489842242ef313ea9645bd7f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,69d5017f11f18cc186fb401ac96d01e70e95b6df3b714764795466d149891484,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
reward_gift_box__335x371,analysis/figma/raw/images/51a308f9a466cd5582bda5a2d805eb5087745591,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,163cc8fa5eeccd88e499e6396a8024ef33ad6e5942644e535afc1c6a823a357a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
branding_logo__362x272,analysis/figma/raw/images/524e46745b1a5f281ae4bdc29ede708141e8b425,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,8ba8a0aeab1db48266e3f3bf58b5f314df131e0d367086faeefee79c1b87bd6a,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_bomb_goblin__402x391,analysis/figma/raw/images/52d69f67d2853fb40f3a6ba2c0ed076c4c83d5a8,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,8fe53d2ede6c8b9414c82ee60a0f34ca16887886225bac86c359c919b7510641,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
hero_inferno_dragon__1886x1748,analysis/figma/raw/images/531d002be7c9fa402b324aebc0597b2e89bbe538,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,98edc841daa5099456253acb15c58dcfd13ec3e3b665c88a97560f9e251d778f,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_lion_knight_hammer__255x348,analysis/figma/raw/images/539492df93df8197e8f1b570ecab39a53d0e666c,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,53e066aaa1b479f32f3aa5e8db01530b4437e84832e6e6c13ed7bf31c8e16dc7,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_battle_swords__1402x1456,analysis/figma/raw/images/54e166b2a97ba055bfa15f4e10479466ce5068d4,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,786b978db44f3144fed66330f7c9b1f8dae205d47b798beaf555b52bbbf93573,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
enemy_iron_beetle__459x410,analysis/figma/raw/images/5533571eb13bd14e6e984313dd1eb34b0c22b8f9,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,a4d3d6d92a18a96a072757651d9c2bf398598c24ecae92555ddffc02b227e4e2,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_button_gold__298x163,analysis/figma/raw/images/5562b5751773f0255e1623439b57c83d7fa00216,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,6ac0ffd2bdf989190dcd3cb1d141447c87402c1888d912b44e6ac8f22913c8ab,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_fox_sorcerer_ring_mask__231x258,analysis/figma/raw/images/55bb45a83917dbb44725acd3ca9524d42f4ecab8,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,510e4babcaf64909884b89c0ee3b37eb17750f5b90b9d75058177f3790ee998e,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_icon_blue_triangle__1484x1322,analysis/figma/raw/images/55e08f61b7b03b548c7fb448d55988a1a7e71930,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,81eba1816d5e924a18928f5b44e2036580d298c778b8e1fa5b9d73f6fb2fe0b6,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
background_dungeon_frost_strip__272x91,analysis/figma/raw/images/56f804b8b337c8ec30e0cdbd468141660a13ffac,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,4990d49d4d5769d7d0364d49ce3b89213fa3cdeb4aea0d3b0fc28343603bfdf7,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_raccoon_engineer_coat__651x566,analysis/figma/raw/images/56fefa41ce54478df42e9635270a205cf710f713,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,3102a68ae72c58f976ed0c8e934dce5ca1a90808458a65918b0857eb3e0c901e,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_blue_crescent__253x290,analysis/figma/raw/images/581b34804874a6010bcb4cf42ec8bca715ba5c27,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,26f5b7535f099ca443ae4d8f09f7d920123be80e8163c84d3eecff689f50be96,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
ui_panel_plain_navy__1126x2000,analysis/figma/raw/images/5976164c9088d9f3322d497bbf2c3c76b9211e1f,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,549d0c779f2822144d7764a6310959f442e5da74f168bc99f656dd25e1c86f68,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
equipment_inferno_dragon_ring_gem__328x398,analysis/figma/raw/images/5977fb8357d809397ef4e35cfd9cdef06a3f5c9e,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,2d3f325cceb897b09c2201adfa9e748e41339972cedf981c2a51d057e7ea1bd3,USED_IN_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
relic_infernal_mask__407x440,analysis/figma/raw/images/597ec45d22678bda09402fee655a352ec2439e73,USER_PROVIDED_RIGHTS_UNVERIFIED,NO,"No ownership/license grant located in supplied source or project documents; supplied Figma is provenance, not distribution proof. Release exclusion retained until evidence review.",UNKNOWN,UNKNOWN,,,e28e5ee62daca30f3316a1eebc6445570e59ab0b5a9fc665787b85453c409d58,USED_POST_MVP,EXCLUDED_RIGHTS_UNVERIFIED,2026-09-08,TASK-0028
